Water Temperature (°C),Total Flow (l/h),Dose (l/h)
16.65,0.89,0.04
16.63,0.89,0.04
16.63,0.89,0.04
16.6,0.89,0.04
16.6,0.89,0.04
16.58,0.74,0.04
16.55,0.74,0.04
16.55,0.74,0.04
16.53,0.74,0.04
16.53,0.74,0.04
16.5,0.74,0.04
16.5,0.74,0.04
16.48,0.74,0.04
16.45,0.74,0.04
16.43,0.74,0.04
16.43,0.74,0.04
16.4,0.74,0.04
16.33,0.74,0.04
16.3,0.74,0.04
16.28,0.74,0.04
16.25,0.74,0.04
16.25,0.74,0.04
16.23,0.74,0.04
16.2,0.74,0.04
16.2,0.74,0.04
16.18,0.74,0.04
16.18,0.74,0.04
16.15,0.74,0.04
16.15,0.74,0.04
16.08,0.84,0.04
16.08,0.84,0.04
16.06,0.84,0.04
16.06,0.84,0.04
16.13,0.79,0.04
16.13,0.79,0.04
16.15,0.84,0.04
16.15,0.84,0.04
16.13,0.84,0.04
16.13,0.84,0.04
16.1,0.84,0.04
16.1,0.84,0.04
16.08,0.84,0.04
16.08,0.84,0.04
16.03,0.74,0.04
16.03,0.74,0.04
16.01,0.74,0.04
16.01,0.74,0.04
16.7,0.79,0.04
16.7,0.7,0.04
16.7,0.7,0.04
16.73,0.7,0.04
16.73,0.7,0.04
16.75,0.84,0.04
16.73,0.84,0.04
16.73,0.84,0.04
16.73,0.84,0.04
16.73,0.84,0.04
16.7,0.84,0.04
16.68,0.84,0.04
16.58,0.84,0.04
16.55,0.84,0.04
16.53,0.84,0.04
16.5,0.84,0.04
16.48,0.84,0.04
16.45,0.84,0.04
16.43,0.84,0.04
16.4,0.84,0.04
16.38,0.84,0.04
16.35,0.84,0.04
16.33,0.84,0.04
16.33,0.84,0.04
16.06,0.74,0.04
16.03,0.74,0.04
16.03,0.74,0.04
16.01,0.74,0.04
15.98,0.74,0.04
15.88,0.79,0.04
15.88,0.79,0.04
15.86,0.79,0.04
15.83,0.79,0.04
15.81,0.79,0.04
15.78,0.79,0.04
15.76,0.79,0.04
15.73,0.79,0.04
15.71,0.79,0.04
15.68,0.79,0.04
15.63,0.79,0.04
15.61,0.79,0.04
15.58,0.79,0.04
15.43,0.79,0.04
15.41,0.79,0.04
15.41,0.79,0.04
16.92,0.74,0.04
16.87,0.74,0.04
16.85,0.74,0.04
16.82,0.74,0.04
16.77,0.74,0.04
16.65,0.89,0.04
16.63,0.89,0.04
16.95,0.79,0.04
16.92,0.79,0.04
16.92,0.79,0.04
16.85,0.79,0.04
16.82,0.79,0.04
16.8,0.79,0.04
16.8,0.79,0.04
16.65,0.84,0.04
16.63,0.74,0.04
16.6,0.74,0.04
16.58,0.74,0.04
16.55,0.74,0.04
16.53,0.74,0.04
16.5,0.74,0.04
16.45,0.74,0.04
16.43,0.74,0.04
16.38,0.74,0.04
16.38,0.74,0.04
16.35,0.74,0.04
16.33,0.74,0.04
16.3,0.74,0.04
16.28,0.74,0.04
16.25,0.74,0.04
17.22,0.74,0.04
17.2,0.74,0.04
17.17,0.79,0.04
17.12,0.74,0.04
17.12,0.74,0.04
17.12,0.74,0.04
17.1,0.74,0.04
17.1,0.84,0.04
17.1,0.84,0.04
17.1,0.84,0.04
17.1,0.84,0.04
17.1,0.84,0.04
17.07,0.84,0.04
16.7,0.74,0.04
16.7,0.74,0.04
16.68,0.74,0.04
16.65,0.74,0.04
16.65,0.74,0.04
16.63,0.74,0.04
16.6,0.74,0.04
16.58,0.74,0.04
16.55,0.74,0.04
16.53,0.74,0.04
16.5,0.74,0.04
16.45,0.74,0.04
16.38,0.79,0.04
16.35,0.79,0.04
16.33,0.79,0.04
16.3,0.79,0.04
16.28,0.79,0.04
16.25,0.79,0.04
16.25,0.79,0.04
16.23,0.79,0.04
16.23,0.79,0.04
16.2,0.79,0.04
16.2,0.79,0.04
16.2,0.79,0.04
16.15,0.74,0.04
16.13,0.74,0.04
16.1,0.74,0.04
16.1,0.74,0.04
16.08,0.74,0.04
16.08,0.74,0.04
16.06,0.74,0.04
16.03,0.74,0.04
16.01,0.74,0.04
15.98,0.74,0.04
15.98,0.74,0.04
15.96,0.74,0.04
15.63,0.94,0.04
15.61,0.94,0.04
15.61,0.94,0.04
15.61,0.94,0.04
15.78,0.74,0.04
15.83,0.74,0.04
15.86,0.74,0.04
15.73,0.79,0.04
15.73,0.79,0.04
15.73,0.79,0.04
15.73,0.79,0.04
16.97,0.7,0.04
16.95,0.7,0.04
16.77,0.89,0.04
16.75,0.89,0.04
16.68,0.84,0.04
16.65,0.84,0.04
16.65,0.84,0.04
16.63,0.84,0.04
16.7,0.89,0.04
16.58,0.79,0.04
17.25,0.84,0.04
17.4,0.79,0.04
17.4,0.79,0.04
17.35,0.79,0.04
17.32,0.79,0.04
17.3,0.79,0.04
17.02,0.84,0.04
17,0.84,0.04
16.97,0.84,0.04
16.92,0.84,0.04
16.9,0.84,0.04
16.87,0.84,0.04
16.82,0.84,0.04
16.8,0.84,0.04
16.77,0.84,0.04
16.73,0.84,0.04
16.68,0.84,0.04
16.65,0.84,0.04
15.93,0.79,0.04
15.91,0.79,0.04
15.91,0.79,0.04
15.88,0.79,0.04
15.88,0.79,0.04
15.86,0.79,0.04
15.86,0.79,0.04
15.86,0.79,0.04
15.86,0.79,0.04
15.81,0.74,0.04
15.81,0.74,0.04
15.78,0.74,0.04
15.76,0.74,0.04
15.71,0.74,0.04
15.68,0.74,0.04
15.68,0.74,0.04
15.53,0.84,0.04
15.51,0.84,0.04
15.51,0.84,0.04
15.48,0.84,0.04
16.55,0.74,0.04
16.53,0.74,0.04
16.53,0.74,0.04
16.45,0.74,0.04
16.43,0.74,0.04
16.43,0.74,0.04
16.4,0.74,0.04
16.38,0.74,0.04
16.38,0.74,0.04
16.35,0.74,0.04
16.35,0.74,0.04
16.33,0.74,0.04
16.33,0.89,0.04
16.3,0.89,0.04
16.3,0.89,0.04
16.28,0.89,0.04
16.28,0.89,0.04
16.25,0.89,0.04
16.38,0.79,0.04
16.75,0.89,0.04
16.73,0.7,0.04
16.7,0.7,0.04
16.4,0.74,0.04
16.35,0.74,0.04
16.35,0.74,0.04
16.33,0.74,0.04
16.3,0.74,0.04
16.28,0.74,0.04
16.23,0.74,0.04
16.2,0.74,0.04
16.18,0.74,0.04
16.15,0.74,0.04
16.13,0.74,0.04
16.1,0.74,0.04
16.08,0.74,0.04
16.03,0.74,0.04
16.01,0.74,0.04
16.01,0.74,0.04
15.98,0.74,0.04
15.98,0.74,0.04
15.98,0.74,0.04
15.98,0.74,0.04
15.98,0.74,0.04
17.37,0.74,0.04
17.37,0.74,0.04
17.37,0.74,0.04
17.35,0.74,0.04
17.35,0.74,0.04
17.35,0.74,0.04
17.3,0.79,0.04
17.27,0.79,0.04
17.25,0.79,0.04
17.22,0.79,0.04
17.2,0.79,0.04
16.77,0.74,0.04
16.75,0.74,0.04
16.73,0.74,0.04
16.7,0.74,0.04
16.68,0.74,0.04
16.65,0.74,0.04
16.63,0.74,0.04
16.6,0.74,0.04
15.73,0.79,0.04
15.73,0.79,0.04
15.71,0.79,0.04
15.81,0.84,0.04
15.83,0.84,0.04
15.83,0.84,0.04
16.73,0.84,0.04
16.6,0.74,0.04
16.58,0.74,0.04
16.55,0.74,0.04
16.53,0.74,0.04
16.35,0.79,0.04
16.35,0.79,0.04
16.33,0.79,0.04
16.33,0.79,0.04
16.3,0.79,0.04
16.28,0.79,0.04
16.28,0.79,0.04
16.25,0.79,0.04
16.25,0.79,0.04
16.25,0.79,0.04
16.23,0.79,0.04
16.23,0.79,0.04
16.2,0.79,0.04
16.2,0.79,0.04
16.18,0.79,0.04
16.15,0.79,0.04
16.13,0.79,0.04
16.13,0.79,0.04
15.96,0.74,0.04
15.96,0.74,0.04
15.93,0.74,0.04
15.93,0.74,0.04
15.91,0.74,0.04
15.91,0.74,0.04
15.88,0.74,0.04
15.86,0.74,0.04
15.83,0.89,0.04
15.86,0.89,0.04
15.86,0.89,0.04
15.86,0.89,0.04
15.88,0.89,0.04
15.88,0.89,0.04
15.98,0.89,0.04
15.98,0.89,0.04
15.98,0.89,0.04
15.98,0.89,0.04
15.98,0.89,0.04
15.98,0.89,0.04
15.96,0.89,0.04
15.96,0.89,0.04
15.96,0.74,0.04
15.93,0.74,0.04
15.91,0.74,0.04
15.91,0.74,0.04
15.91,0.74,0.04
15.91,0.74,0.04
15.91,0.74,0.04
15.91,0.74,0.04
15.91,0.74,0.04
15.93,0.74,0.04
15.96,0.74,0.04
15.98,0.74,0.04
17.57,0.74,0.04
17.57,0.74,0.04
17.57,0.74,0.04
17.59,0.74,0.04
17.59,0.74,0.04
17.59,0.74,0.04
17.59,0.74,0.04
17.59,0.74,0.04
17.59,0.74,0.04
17.57,0.74,0.04
17.57,0.74,0.04
17.54,0.74,0.04
17.54,0.74,0.04
17.52,0.74,0.04
17.49,0.74,0.04
17.44,0.74,0.04
17.42,0.74,0.04
17.37,0.74,0.04
17.35,0.74,0.04
17.3,0.7,0.04
17.07,0.79,0.04
17.02,0.79,0.04
17,0.79,0.04
16.95,0.79,0.04
16.92,0.79,0.04
16.65,0.84,0.04
16.65,0.84,0.04
16.63,0.84,0.04
16.6,0.84,0.04
16.6,0.84,0.04
16.18,0.89,0.04
15.88,0.79,0.04
15.88,0.79,0.04
15.88,0.79,0.04
15.88,0.79,0.04
15.88,0.79,0.04
15.88,0.79,0.04
15.86,0.79,0.04
15.98,0.79,0.04
16.5,0.74,0.04
16.5,0.74,0.04
16.5,0.74,0.04
16.48,0.74,0.04
16.45,0.74,0.04
16.45,0.74,0.04
16.43,0.74,0.04
16.4,0.74,0.04
16.38,0.79,0.04
16.35,0.79,0.04
16.35,0.79,0.04
16.33,0.79,0.04
16.3,0.79,0.04
16.3,0.79,0.04
16.28,0.79,0.04
16.28,0.79,0.04
16.68,0.79,0.04
16.68,0.7,0.04
16.6,0.79,0.04
16.58,0.84,0.04
16.55,0.84,0.04
16.53,0.84,0.04
16.5,0.84,0.04
16.5,0.84,0.04
16.48,0.84,0.04
16.45,0.84,0.04
16.43,0.84,0.04
16.4,0.84,0.04
16.4,0.84,0.04
16.38,0.84,0.04
16.35,0.79,0.04
16.28,0.84,0.04
16.28,0.84,0.04
16.25,0.84,0.04
16.25,0.84,0.04
16.23,0.84,0.04
16.23,0.84,0.04
16.2,0.84,0.04
16.55,0.79,0.04
16.53,0.79,0.04
16.48,0.79,0.04
16.45,0.79,0.04
16.43,0.79,0.04
16.4,0.79,0.04
16.33,0.79,0.04
16.33,0.79,0.04
16.33,0.79,0.04
16.3,0.79,0.04
16.3,0.79,0.04
16.3,0.79,0.04
15.98,0.79,0.04
15.96,0.79,0.04
15.96,0.79,0.04
15.93,0.79,0.04
15.91,0.79,0.04
15.91,0.79,0.04
15.88,0.79,0.04
15.88,0.79,0.04
15.86,0.79,0.04
15.86,0.79,0.04
15.83,0.79,0.04
15.83,0.79,0.04
15.81,0.79,0.04
15.58,0.84,0.04
15.58,0.84,0.04
15.56,0.84,0.04
15.56,0.84,0.04
15.81,0.74,0.04
15.83,0.74,0.04
15.88,0.74,0.04
15.88,0.74,0.04
15.88,0.74,0.04
15.88,0.74,0.04
15.88,0.74,0.04
17.4,0.84,0.04
17.35,0.84,0.04
17.1,0.84,0.04
17.07,0.74,0.04
17.52,0.74,0.04
17.47,0.74,0.04
17.42,0.74,0.04
17.4,0.74,0.04
17.12,0.74,0.04
17.07,0.74,0.04
17.05,0.74,0.04
17.22,0.7,0.04
17.2,0.7,0.04
17.05,0.79,0.04
17.02,0.79,0.04
17.02,0.79,0.04
17,0.79,0.04
16.38,0.74,0.04
16.35,0.74,0.04
16.33,0.74,0.04
16.3,0.74,0.04
16.28,0.74,0.04
16.23,0.89,0.04
16.2,0.74,0.04
16.2,0.74,0.04
16.23,0.74,0.04
16.23,0.74,0.04
16.13,0.79,0.04
16.1,0.79,0.04
16.1,0.79,0.04
16.1,0.79,0.04
16.08,0.79,0.04
16.08,0.79,0.04
16.06,0.79,0.04
16.06,0.79,0.04
16.03,0.79,0.04
16.01,0.79,0.04
16.01,0.79,0.04
15.98,0.79,0.04
15.96,0.79,0.04
15.71,0.79,0.04
15.68,0.79,0.04
15.68,0.79,0.04
16.08,0.7,0.04
17.35,0.79,0.04
17.54,0.7,0.04
16.85,0.74,0.04
17.67,0.94,0.04
17.87,0.79,0.04
17.84,0.79,0.04
17.79,0.79,0.04
17.77,0.79,0.04
17.72,0.79,0.04
17.69,0.79,0.04
17.67,0.79,0.04
17.62,0.79,0.04
17.59,0.79,0.04
17.57,0.79,0.04
17.52,0.79,0.04
17.49,0.65,0.04
17.2,0.74,0.04
17.17,0.74,0.04
17.12,0.74,0.04
17.1,0.74,0.04
17.05,0.79,0.04
16.7,0.79,0.04
16.7,0.79,0.04
16.68,0.79,0.04
16.68,0.79,0.04
16.65,0.79,0.04
16.65,0.79,0.04
16.63,0.79,0.04
16.6,0.79,0.04
16.58,0.79,0.04
16.55,0.79,0.04
16.53,0.79,0.04
16.5,0.79,0.04
16.48,0.79,0.04
16.23,0.89,0.04
16.2,0.89,0.04
16.2,0.89,0.04
17.42,0.74,0.04
17.25,0.7,0.04
17.02,0.89,0.04
17.15,0.84,0.04
16.92,0.89,0.04
17.77,0.7,0.04
19.11,0.7,0.04
18.91,0.55,0.04
18.49,0.79,0.04
18.46,0.79,0.04
18.44,0.79,0.04
18.44,0.79,0.04
18.41,0.79,0.04
18.39,0.79,0.04
18.39,0.79,0.04
18.36,0.79,0.04
18.36,0.79,0.04
18.34,0.79,0.04
18.34,0.79,0.04
18.31,0.79,0.04
18.31,0.79,0.04
19.23,0.74,0.04
19.18,0.74,0.04
19.13,0.74,0.04
19.08,0.74,0.04
19.06,0.74,0.04
19.03,0.74,0.04
19.01,0.74,0.04
18.81,0.7,0.04
18.81,0.7,0.04
18.78,0.7,0.04
18.78,0.7,0.04
18.76,0.7,0.04
18.73,0.7,0.04
18.71,0.7,0.04
18.69,0.7,0.04
18.64,0.7,0.04
18.61,0.7,0.04
18.59,0.7,0.04
18.56,0.7,0.04
18.54,0.7,0.04
18.19,0.79,0.04
18.16,0.79,0.04
18.14,0.79,0.04
18.14,0.79,0.04
18.11,0.79,0.04
18.09,0.79,0.04
18.09,0.79,0.04
18.07,0.79,0.04
18.04,0.79,0.04
18.02,0.79,0.04
17.99,0.74,0.04
17.99,0.79,0.04
17.77,0.79,0.04
17.77,0.79,0.04
17.77,0.79,0.04
17.77,0.79,0.04
17.77,0.79,0.04
19.01,0.74,0.04
18.98,0.74,0.04
18.98,0.74,0.04
18.96,0.74,0.04
18.93,0.74,0.04
18.91,0.74,0.04
18.88,0.74,0.04
18.86,0.74,0.04
19.4,0.74,0.04
19.38,0.74,0.04
19.36,0.74,0.04
19.33,0.74,0.04
19.33,0.74,0.04
19.31,0.74,0.04
19.28,0.74,0.04
19.26,0.74,0.04
19.23,0.74,0.04
19.21,0.74,0.04
19.18,0.74,0.04
18.29,0.79,0.04
17.79,0.7,0.04
17.77,0.7,0.04
17.77,0.7,0.04
17.77,0.7,0.04
17.74,0.7,0.04
17.74,0.7,0.04
17.74,0.7,0.04
17.72,0.7,0.04
17.72,0.7,0.04
19.38,0.74,0.04
19.36,0.74,0.04
19.33,0.74,0.04
19.31,0.74,0.04
19.28,0.74,0.04
19.26,0.74,0.04
19.23,0.74,0.04
19.21,0.74,0.04
19.16,0.74,0.04
19.13,0.74,0.04
19.11,0.74,0.04
19.08,0.74,0.04
18.71,0.74,0.04
18.69,0.74,0.04
18.66,0.74,0.04
18.64,0.74,0.04
18.64,0.74,0.04
18.61,0.74,0.04
18.61,0.74,0.04
18.59,0.74,0.04
18.59,0.74,0.04
18.59,0.74,0.04
18.59,0.74,0.04
17.94,0.79,0.04
19.53,0.7,0.04
19.53,0.7,0.04
19.53,0.7,0.04
19.5,0.7,0.04
19.43,0.74,0.04
19.4,0.74,0.04
19.83,0.7,0.04
19.98,0.7,0.04
19.95,0.7,0.04
19.93,0.7,0.04
19.93,0.7,0.04
18.46,0.74,0.04
18.44,0.74,0.04
18.44,0.74,0.04
18.41,0.74,0.04
18.39,0.74,0.04
18.39,0.74,0.04
18.36,0.74,0.04
18.34,0.74,0.04
18.34,0.74,0.04
18.31,0.74,0.04
18.29,0.74,0.04
18.26,0.74,0.04
18.29,0.74,0.04
18.29,0.74,0.04
18.31,0.74,0.04
18.34,0.74,0.04
18.36,0.74,0.04
18.39,0.74,0.04
19.18,0.7,0.04
19.18,0.7,0.04
19.16,0.7,0.04
19.13,0.7,0.04
19.13,0.7,0.04
19.13,0.7,0.04
19.5,0.74,0.04
19.48,0.74,0.04
19.43,0.74,0.04
19.38,0.74,0.04
19.36,0.74,0.04
19.33,0.74,0.04
19.28,0.74,0.04
19.26,0.74,0.04
19.23,0.74,0.04
19.18,0.74,0.04
19.16,0.74,0.04
19.13,0.74,0.04
19.06,0.74,0.04
19.03,0.74,0.04
19.01,0.74,0.04
19.01,0.74,0.04
18.98,0.74,0.04
18.96,0.74,0.04
18.16,0.7,0.04
18.14,0.7,0.04
18.14,0.7,0.04
18.11,0.7,0.04
18.11,0.7,0.04
18.11,0.7,0.04
18.11,0.7,0.04
18.11,0.7,0.04
19.55,0.7,0.04
19.53,0.7,0.04
19.5,0.7,0.04
19.5,0.7,0.04
19.48,0.7,0.04
19.45,0.7,0.04
19.43,0.7,0.04
19.4,0.7,0.04
19.4,0.7,0.04
19.38,0.7,0.04
19.06,0.74,0.04
19.03,0.74,0.04
19.03,0.74,0.04
19.01,0.74,0.04
19.01,0.74,0.04
19.01,0.74,0.04
18.98,0.74,0.04
18.98,0.74,0.04
18.98,0.74,0.04
18.96,0.74,0.04
18.96,0.74,0.04
19.08,0.7,0.04
19.28,0.74,0.04
18.88,0.74,0.04
18.86,0.74,0.04
18.83,0.74,0.04
18.81,0.74,0.04
18.78,0.74,0.04
18.76,0.74,0.04
18.73,0.74,0.04
18.71,0.74,0.04
18.69,0.74,0.04
18.66,0.74,0.04
18.64,0.74,0.04
18.61,0.74,0.04
19.5,0.74,0.04
19.45,0.74,0.04
19.43,0.74,0.04
19.4,0.74,0.04
19.38,0.74,0.04
19.36,0.74,0.04
19.31,0.74,0.04
19.28,0.74,0.04
19.26,0.74,0.04
19.23,0.74,0.04
19.21,0.74,0.04
19.16,0.74,0.04
19.11,0.74,0.04
19.08,0.74,0.04
19.06,0.74,0.04
19.06,0.74,0.04
19.03,0.74,0.04
19.01,0.74,0.04
19.01,0.74,0.04
18.98,0.74,0.04
18.98,0.74,0.04
18.98,0.74,0.04
18.98,0.74,0.04
19.7,0.7,0.04
19.7,0.7,0.04
19.7,0.7,0.04
19.68,0.7,0.04
19.68,0.7,0.04
19.65,0.7,0.04
19.65,0.7,0.04
19.63,0.7,0.04
19.6,0.7,0.04
19.58,0.7,0.04
19.55,0.7,0.04
19.53,0.7,0.04
19.5,0.7,0.04
19.43,0.65,0.04
19.13,0.74,0.04
19.13,0.74,0.04
19.13,0.74,0.04
19.13,0.74,0.04
20.22,0.7,0.04
20.2,0.7,0.04
20.15,0.7,0.04
19.5,0.74,0.04
18.61,0.74,0.04
18.59,0.74,0.04
18.59,0.74,0.04
18.56,0.74,0.04
18.56,0.74,0.04
18.54,0.74,0.04
18.51,0.74,0.04
18.49,0.74,0.04
18.46,0.74,0.04
18.46,0.74,0.04
18.46,0.74,0.04
18.49,0.74,0.04
18.54,0.74,0.04
18.61,0.74,0.04
19.65,0.74,0.04
19.55,0.74,0.04
19.5,0.74,0.04
19.48,0.74,0.04
19.48,0.74,0.04
19.45,0.74,0.04
19.43,0.74,0.04
19.38,0.74,0.04
19.36,0.74,0.04
19.36,0.74,0.04
19.33,0.74,0.04
19.31,0.74,0.04
19.28,0.74,0.04
19.4,0.74,0.04
19.58,0.74,0.04
19.55,0.74,0.04
19.53,0.74,0.04
19.48,0.74,0.04
19.43,0.74,0.04
19.4,0.74,0.04
19.48,0.74,0.04
19.45,0.74,0.04
19.43,0.74,0.04
19.6,0.74,0.04
19.53,0.74,0.04
20.22,0.55,0.04
20.03,0.7,0.04
20.03,0.7,0.04
20,0.7,0.04
19.98,0.7,0.04
19.95,0.7,0.04
19.9,0.7,0.04
19.88,0.7,0.04
18.93,0.74,0.04
18.91,0.74,0.04
18.88,0.74,0.04
18.88,0.74,0.04
18.86,0.74,0.04
18.83,0.74,0.04
18.81,0.74,0.04
18.81,0.74,0.04
18.78,0.74,0.04
18.76,0.74,0.04
18.73,0.74,0.04
18.71,0.74,0.04
18.71,0.74,0.04
18.69,0.74,0.04
18.69,0.74,0.04
18.66,0.74,0.04
18.66,0.74,0.04
18.69,0.74,0.04
18.69,0.74,0.04
18.71,0.74,0.04
18.73,0.74,0.04
19.68,0.7,0.04
19.68,0.7,0.04
19.68,0.7,0.04
19.65,0.7,0.04
19.65,0.7,0.04
19.63,0.7,0.04
19.6,0.7,0.04
19.6,0.7,0.04
19.58,0.7,0.04
19.55,0.7,0.04
18.59,0.79,0.04
18.54,0.79,0.04
18.51,0.79,0.04
19.18,0.74,0.04
19.16,0.74,0.04
19.16,0.74,0.04
19.13,0.74,0.04
19.11,0.74,0.04
19.08,0.74,0.04
19.06,0.74,0.04
19.06,0.74,0.04
19.03,0.74,0.04
19.03,0.74,0.04
19.01,0.74,0.04
18.98,0.74,0.04
18.98,0.74,0.04
20.42,0.7,0.04
20.4,0.7,0.04
20.35,0.7,0.04
20.32,0.7,0.04
20.27,0.7,0.04
20.25,0.7,0.04
20.2,0.7,0.04
20.17,0.7,0.04
20.15,0.7,0.04
20.12,0.7,0.04
20.07,0.6,0.04
21.12,0.7,0.04
20.62,0.5,0.04
20.12,0.7,0.04
20.1,0.7,0.04
20.07,0.7,0.04
20.05,0.7,0.04
20.05,0.7,0.04
20.03,0.7,0.04
20.03,0.7,0.04
20,0.7,0.04
20,0.7,0.04
19.98,0.7,0.04
19.95,0.7,0.04
19.95,0.7,0.04
21.44,0.5,0.04
21.22,0.5,0.04
21.24,0.5,0.04
20.6,0.7,0.04
20.57,0.7,0.04
20.52,0.7,0.04
20.84,0.55,0.04
20.47,0.7,0.04
20.45,0.7,0.04
20.42,0.7,0.04
20.42,0.7,0.04
20.42,0.7,0.04
20.42,0.7,0.04
21.17,0.6,0.04
22.33,0.5,0.04
23.18,0.4,0.04
23.87,0.5,0.04
24.24,0.45,0.04
25.04,0.4,0.04
24.96,0.4,0.04
24.96,0.4,0.04
24.99,0.4,0.04
24.99,0.45,0.04
24.96,0.5,0.04
23.92,0.55,0.04
23.9,0.5,0.04
23.77,0.55,0.04
23.77,0.55,0.04
23.77,0.55,0.04
23.75,0.55,0.04
23.75,0.55,0.04
23.75,0.55,0.04
25.04,0.4,0.04
25.04,0.4,0.04
25.01,0.4,0.04
25.01,0.4,0.04
25.01,0.4,0.04
24.94,0.5,0.04
24.91,0.5,0.04
24.89,0.5,0.04
24.86,0.5,0.04
24.84,0.5,0.04
24.81,0.5,0.04
24.32,0.5,0.04
24.32,0.5,0.04
24.29,0.5,0.04
24.27,0.5,0.04
24.27,0.5,0.04
24.24,0.5,0.04
24.24,0.5,0.04
24.22,0.5,0.04
24.22,0.5,0.04
24.19,0.5,0.04
24.19,0.5,0.04
24.17,0.5,0.04
24.09,0.45,0.04
24.07,0.45,0.04
24.05,0.45,0.04
24.05,0.45,0.04
24.02,0.45,0.04
24,0.45,0.04
24,0.45,0.04
23.97,0.45,0.04
23.97,0.45,0.04
23.95,0.45,0.04
23.92,0.45,0.04
23.92,0.45,0.04
23.9,0.45,0.04
24.84,0.5,0.04
24.81,0.5,0.04
24.79,0.5,0.04
24.79,0.5,0.04
24.76,0.5,0.04
24.74,0.5,0.04
24.72,0.5,0.04
24.69,0.5,0.04
24.67,0.5,0.04
24.64,0.5,0.04
24.61,0.5,0.04
24.59,0.5,0.04
24.17,0.5,0.04
24.14,0.5,0.04
24.12,0.5,0.04
24.09,0.5,0.04
24.07,0.5,0.04
24.05,0.5,0.04
24.02,0.5,0.04
24.02,0.5,0.04
24,0.5,0.04
23.97,0.5,0.04
23.95,0.5,0.04
23.95,0.5,0.04
23.95,0.5,0.04
23.9,0.55,0.04
23.9,0.55,0.04
23.87,0.55,0.04
23.85,0.55,0.04
23.85,0.55,0.04
23.82,0.55,0.04
23.8,0.55,0.04
23.8,0.55,0.04
23.75,0.5,0.04
23.75,0.5,0.04
23.75,0.5,0.04
23.75,0.5,0.04
23.77,0.5,0.04
23.72,0.55,0.04
23.75,0.5,0.04
23.75,0.5,0.04
23.75,0.45,0.04
23.75,0.45,0.04
23.75,0.45,0.04
23.75,0.45,0.04
23.75,0.5,0.04
23.72,0.55,0.04
23.7,0.5,0.04
23.7,0.55,0.04
23.7,0.5,0.04
23.67,0.45,0.04
23.67,0.5,0.04
24.27,0.45,0.04
24.22,0.5,0.04
23.92,0.45,0.04
23.92,0.45,0.04
23.9,0.45,0.04
23.9,0.45,0.04
23.9,0.45,0.04
23.9,0.45,0.04
23.9,0.55,0.04
24.12,0.5,0.04
24.12,0.45,0.04
24.09,0.45,0.04
24.09,0.45,0.04
24.09,0.45,0.04
24.09,0.5,0.04
24.09,0.5,0.04
23.9,0.55,0.04
23.87,0.5,0.04
23.85,0.45,0.04
24.22,0.5,0.04
24.19,0.45,0.04
23.97,0.55,0.04
23.97,0.5,0.04
23.97,0.55,0.04
23.95,0.55,0.04
23.95,0.5,0.04
23.77,0.55,0.04
25.01,0.45,0.04
25.01,0.55,0.04
24.86,0.55,0.04
24.49,0.45,0.04
24.61,0.55,0.04
23.9,0.4,0.04
24.57,0.55,0.04
24.49,0.5,0.04
24.84,0.5,0.04
24.57,0.4,0.04
23.97,0.6,0.04
23.4,0.65,0.04
24.27,0.4,0.04
23.28,0.55,0.04
22.75,0.5,0.04
22.7,0.4,0.04
16.08,0.99,0.05
16.06,0.99,0.05
16.06,0.99,0.05
17.27,0.94,0.05
17.3,0.89,0.05
17.25,0.89,0.05
17.22,0.89,0.05
17.17,0.89,0.05
17.15,0.89,0.05
17.1,0.89,0.05
17.05,0.89,0.05
16.87,0.89,0.05
16.82,0.89,0.05
16.13,0.94,0.05
15.81,1.09,0.05
17.22,0.84,0.05
17.27,0.94,0.05
17.44,0.89,0.05
17.47,0.89,0.05
17.52,0.89,0.05
17.52,0.89,0.05
17.54,0.89,0.05
17.54,0.89,0.05
17.52,0.89,0.05
17.52,0.89,0.05
17.49,0.89,0.05
15.66,1.14,0.05
16.4,0.94,0.05
16.4,0.94,0.05
16.38,0.94,0.05
16.68,0.89,0.05
16.7,0.89,0.05
17.52,0.89,0.05
17.52,0.89,0.05
17.52,0.84,0.05
15.76,0.99,0.05
15.78,0.99,0.05
15.81,0.99,0.05
15.81,0.99,0.05
15.81,0.99,0.05
15.81,0.99,0.05
15.78,0.99,0.05
16.92,0.99,0.05
16.87,0.99,0.05
17.54,0.89,0.05
17.49,0.89,0.05
17.47,0.89,0.05
17.42,0.89,0.05
17.37,0.89,0.05
17.32,0.89,0.05
17.3,0.89,0.05
17.2,0.94,0.05
17.17,0.94,0.05
17.12,0.94,0.05
17.07,0.94,0.05
17.05,0.94,0.05
17,0.94,0.05
16.97,0.94,0.05
16.92,0.94,0.05
16.6,1.04,0.05
16.3,0.89,0.05
17.47,0.89,0.05
17.44,0.89,0.05
17.42,0.89,0.05
17.4,0.89,0.05
17.35,0.89,0.05
17.3,0.89,0.05
17.25,0.89,0.05
17.2,0.89,0.05
16.06,0.94,0.05
16.2,0.94,0.05
16.4,0.99,0.05
18.29,0.84,0.05
16.8,0.94,0.05
16.77,0.94,0.05
16.77,0.94,0.05
16.75,0.94,0.05
16.73,0.94,0.05
16.73,0.94,0.05
16.7,0.94,0.05
16.68,0.94,0.05
16.65,0.94,0.05
