Water Temperature (°C),Total Flow (l/h),Dose (l/h)
24.72,1.99,0.17
24.69,1.99,0.17
24.64,1.89,0.17
24.67,1.89,0.17
24.72,1.89,0.17
24.34,1.94,0.17
24.42,1.99,0.17
24.44,1.99,0.17
24.54,1.99,0.17
25.14,1.94,0.17
25.14,1.94,0.17
25.14,1.94,0.17
25.14,1.94,0.17
25.14,1.94,0.17
24.29,1.99,0.17
24.79,1.94,0.17
24.79,1.94,0.17
24.76,1.94,0.17
24.76,1.94,0.17
24.76,1.94,0.17
24.54,1.94,0.17
24.54,1.94,0.17
24.54,1.94,0.17
24.54,1.94,0.17
24.54,1.94,0.17
24.52,1.99,0.17
24.99,1.89,0.17
25.21,1.84,0.17
25.26,1.84,0.17
25.29,1.84,0.17
25.31,1.89,0.17
25.31,1.89,0.17
25.19,1.94,0.17
25.26,1.89,0.17
25.29,1.89,0.17
25.26,1.84,0.17
23.97,1.94,0.17
24.05,1.94,0.17
24.12,1.94,0.17
25.06,1.94,0.17
25.04,1.94,0.17
24.91,1.99,0.17
24.89,1.99,0.17
24.49,1.94,0.17
24.52,1.94,0.17
24.54,1.94,0.17
24.67,1.99,0.17
24.67,1.99,0.17
24.67,1.99,0.17
24.32,1.94,0.17
24.34,1.94,0.17
24.47,1.94,0.17
24.49,1.94,0.17
